id,type,name
P55145,Substrate,P55145
Q92636,Substrate,Q92636
Q08462,Substrate,Q08462
Q5T6J7,Substrate,Q5T6J7
Q9Y3B8,Substrate,Q9Y3B8
Q13291,Substrate,Q13291
Q8N9Q2,Substrate,Q8N9Q2
Q9C029,E3,Q9C029
Q9UI36,Substrate,Q9UI36
P14222,Substrate,P14222
O00165,Substrate,O00165
Q7Z7C8,Substrate,Q7Z7C8
Q8TBY8,Substrate,Q8TBY8
Q0P5N6,Substrate,Q0P5N6
Q86Y78,Substrate,Q86Y78
Q8N2K1,Substrate,Q8N2K1
Q5U4N7,Substrate,Q5U4N7
Q9NR34,Substrate,Q9NR34
Q6ZU45,Substrate,Q6ZU45
O14627,Substrate,O14627
P35713,Substrate,P35713
P0DXC3,Substrate,P0DXC3
Q9H4W6,Substrate,Q9H4W6
O14544,E3,O14544
Q6ZVN8,Substrate,Q6ZVN8
Q8N3Y1,E3,Q8N3Y1
Q96CS2,Substrate,Q96CS2
Q13572,Substrate,Q13572
A6NJ08,Substrate,A6NJ08
Q08J23,Substrate,Q08J23
Q16609,Substrate,Q16609
Q7Z7K0,Substrate,Q7Z7K0
A0A0B4J1Z2,Substrate,A0A0B4J1Z2
P04156,Substrate,P04156
Q9Y343,Substrate,Q9Y343
Q8TAZ6,Substrate,Q8TAZ6
P08637,Substrate,P08637
P0CW23,Substrate,P0CW23
P62269,Substrate,P62269
A0A0K0K1C4,Substrate,A0A0K0K1C4
Q8IZ16,Substrate,Q8IZ16
O94886,Substrate,O94886
Q9BT73,Substrate,Q9BT73
A6NI03,Substrate,A6NI03
Q5T2D3,Substrate,Q5T2D3
Q8WYR1,Substrate,Q8WYR1
P19021,Substrate,P19021
P02100,Substrate,P02100
O94941,E3,O94941
Q9HBW0,Substrate,Q9HBW0
Q8NGN4,Substrate,Q8NGN4
O95665,Substrate,O95665
P34130,Substrate,P34130
P52895,Substrate,P52895
O75347,Substrate,O75347
Q9NSA0,Substrate,Q9NSA0
Q8TDX6,Substrate,Q8TDX6
Q8N413,Substrate,Q8N413
Q9Y2L8,Substrate,Q9Y2L8
Q9HAK2,Substrate,Q9HAK2
Q99685,Substrate,Q99685
Q13470,Substrate,Q13470
Q86Y37,Substrate,Q86Y37
Q9Y305,Substrate,Q9Y305
Q92729,Substrate,Q92729
O76015,Substrate,O76015
P0DN86,Substrate,P0DN86
Q96RR1,Substrate,Q96RR1
P52429,Substrate,P52429
Q14028,Substrate,Q14028
Q9GZX5,Substrate,Q9GZX5
Q04695,Substrate,Q04695
Q6UWM7,Substrate,Q6UWM7
Q9BX68,Substrate,Q9BX68
Q8IUC8,Substrate,Q8IUC8
Q9Y3M2,Substrate,Q9Y3M2
Q8WW36,Substrate,Q8WW36
Q9UJX6,E3,Q9UJX6
Q9H773,Substrate,Q9H773
Q08830,Substrate,Q08830
Q6UWN8,Substrate,Q6UWN8
P11766,Substrate,P11766
Q96MG8,Substrate,Q96MG8
P51812,Substrate,P51812
Q49AM1,Substrate,Q49AM1
P24390,Substrate,P24390
Q9Y3E2,Substrate,Q9Y3E2
Q9UL45,Substrate,Q9UL45
Q96NS5,Substrate,Q96NS5
P05129,Substrate,P05129
Q8N1B3,Substrate,Q8N1B3
Q7Z5L7,Substrate,Q7Z5L7
Q96JC4,Substrate,Q96JC4
P78368,Substrate,P78368
Q9H2X8,Substrate,Q9H2X8
Q86WK6,Substrate,Q86WK6
Q6P1W5,Substrate,Q6P1W5
Q96A44,E3,Q96A44
Q12933,E3,Q12933
Q99607,Substrate,Q99607
Q9H3U7,Substrate,Q9H3U7
Q9BRQ0,Substrate,Q9BRQ0
Q09MP3,Substrate,Q09MP3
Q9Y5A9,Substrate,Q9Y5A9
P23409,Substrate,P23409
O75795,Substrate,O75795
Q14318,Substrate,Q14318
Q96P56,Substrate,Q96P56
Q9UNH6,Substrate,Q9UNH6
Q96F81,Substrate,Q96F81
Q96F24,Substrate,Q96F24
P24903,Substrate,P24903
P17936,Substrate,P17936
G3V0H7,Substrate,G3V0H7
Q92813,Substrate,Q92813
P32246,Substrate,P32246
O00418,Substrate,O00418
Q9NYJ7,Substrate,Q9NYJ7
Q14BN4,Substrate,Q14BN4
Q9NUN5,Substrate,Q9NUN5
P48788,Substrate,P48788
Q8N5X7,Substrate,Q8N5X7
Q05397,Substrate,Q05397
Q8IXK0,Substrate,Q8IXK0
Q6J9G0,Substrate,Q6J9G0
Q9NQ11,Substrate,Q9NQ11
Q9UK00,Substrate,Q9UK00
Q5TF39,Substrate,Q5TF39
Q9H0E2,Substrate,Q9H0E2
P78337,Substrate,P78337
Q460N3,Substrate,Q460N3
Q96M61,Substrate,Q96M61
Q08ER8,Substrate,Q08ER8
A6NEQ2,Substrate,A6NEQ2
D6RA61,Substrate,D6RA61
Q16539,Substrate,Q16539
Q8NBM4,Substrate,Q8NBM4
P0DOX5,Substrate,P0DOX5
A6NFC5,Substrate,A6NFC5
P35498,Substrate,P35498
Q8IVI9,Substrate,Q8IVI9
Q96DR4,Substrate,Q96DR4
L0R6Q1,Substrate,L0R6Q1
Q6P9H5,Substrate,Q6P9H5
P07197,Substrate,P07197
O14948,Substrate,O14948
P55318,Substrate,P55318
Q13045,Substrate,Q13045
Q8N5C6,Substrate,Q8N5C6
P0C851,Substrate,P0C851
O60813,Substrate,O60813
Q15599,Substrate,Q15599
I1YAP6,Substrate,I1YAP6
Q9BXL8,Substrate,Q9BXL8
Q8NH69,Substrate,Q8NH69
Q9NSE2,E3,Q9NSE2
Q9NYS7,Substrate,Q9NYS7
Q8TA94,Substrate,Q8TA94
Q5T870,Substrate,Q5T870
Q9Y5Y9,Substrate,Q9Y5Y9
Q92918,Substrate,Q92918
Q8TD08,Substrate,Q8TD08
Q8WVS4,Substrate,Q8WVS4
P42658,Substrate,P42658
Q6ZWE6,Substrate,Q6ZWE6
A0A0J9YX35,Substrate,A0A0J9YX35
Q9UBR4,Substrate,Q9UBR4
Q8NGK0,Substrate,Q8NGK0
Q96RR4,Substrate,Q96RR4
Q9UNL4,E3,Q9UNL4
Q8NHA6,Substrate,Q8NHA6
A0A024RBG1,Substrate,A0A024RBG1
Q562E7,Substrate,Q562E7
Q8NFJ8,Substrate,Q8NFJ8
Q99653,Substrate,Q99653
Q8NCN4,E3,Q8NCN4
P12644,Substrate,P12644
P98170,E3,P98170
Q9NT22,Substrate,Q9NT22
Q9NS28,Substrate,Q9NS28
Q15782,Substrate,Q15782
P08246,Substrate,P08246
P13647,Substrate,P13647
Q9BVC6,Substrate,Q9BVC6
P78423,Substrate,P78423
Q96HI0,Substrate,Q96HI0
Q6UW49,Substrate,Q6UW49
O15492,Substrate,O15492
P36957,Substrate,P36957
Q5VZ18,Substrate,Q5VZ18
A7E2F4,Substrate,A7E2F4
A5A3E0,Substrate,A5A3E0
Q92826,Substrate,Q92826
Q96SC8,Substrate,Q96SC8
Q6NWY9,Substrate,Q6NWY9
P08195,Substrate,P08195
Q9ULX3,Substrate,Q9ULX3
P06396,Substrate,P06396
P60174,Substrate,P60174
P05164,Substrate,P05164
Q8TF46,Substrate,Q8TF46
Q86SQ9,Substrate,Q86SQ9
Q8IZ26,Substrate,Q8IZ26
Q8TAF8,Substrate,Q8TAF8
O43482,Substrate,O43482
P59074,Substrate,P59074
Q8NHP1,Substrate,Q8NHP1
C9JCN9,Substrate,C9JCN9
Q68BL8,Substrate,Q68BL8
Q6WN34,Substrate,Q6WN34
P05106,Substrate,P05106
Q9NU19,Substrate,Q9NU19
Q9Y5B9,Substrate,Q9Y5B9
Q8IZ21,Substrate,Q8IZ21
Q9BQY6,Substrate,Q9BQY6
O15444,Substrate,O15444
O00443,Substrate,O00443
O95415,Substrate,O95415
Q9BWV7,Substrate,Q9BWV7
Q8IX15,Substrate,Q8IX15
O75128,Substrate,O75128
O95424,Substrate,O95424
A8MWK0,Substrate,A8MWK0
P52738,Substrate,P52738
Q9HBL6,Substrate,Q9HBL6
Q8IV53,Substrate,Q8IV53
P51668,Substrate,P51668
P0DMQ9,Substrate,P0DMQ9
Q8WTP9,Substrate,Q8WTP9
P30533,Substrate,P30533
Q9NWA0,Substrate,Q9NWA0
Q13636,Substrate,Q13636
P49675,Substrate,P49675
P39877,Substrate,P39877
A0A1B0GTB2,Substrate,A0A1B0GTB2
P38432,Substrate,P38432
P59998,Substrate,P59998
Q08334,Substrate,Q08334
Q03252,Substrate,Q03252
Q96PB7,Substrate,Q96PB7
Q8NEZ2,Substrate,Q8NEZ2
P11908,Substrate,P11908
G9CGD6,Substrate,G9CGD6
Q53ET0,Substrate,Q53ET0
Q5TD97,Substrate,Q5TD97
Q8NGI0,Substrate,Q8NGI0
P0DPI3,Substrate,P0DPI3
P0CG20,Substrate,P0CG20
Q9UQR0,Substrate,Q9UQR0
Q96R27,Substrate,Q96R27
Q01892,Substrate,Q01892
Q13231,Substrate,Q13231
Q9UBR5,Substrate,Q9UBR5
Q9BXK5,Substrate,Q9BXK5
O60285,Substrate,O60285
P05015,Substrate,P05015
A0A1B0GVQ3,Substrate,A0A1B0GVQ3
Q96GW7,Substrate,Q96GW7
Q8NES3,Substrate,Q8NES3
O75077,Substrate,O75077
Q96BZ8,Substrate,Q96BZ8
P53567,Substrate,P53567
P23946,Substrate,P23946
Q9BTA9,Substrate,Q9BTA9
Q9HB03,Substrate,Q9HB03
P09919,Substrate,P09919
Q9BYR4,Substrate,Q9BYR4
P48060,Substrate,P48060
Q2VY69,Substrate,Q2VY69
Q9BZJ3,Substrate,Q9BZJ3
Q9UFC0,Substrate,Q9UFC0
Q8N159,Substrate,Q8N159
Q96QB1,Substrate,Q96QB1
Q70EL2,Substrate,Q70EL2
Q9UHA2,Substrate,Q9UHA2
Q5JR12,Substrate,Q5JR12
Q9BU20,Substrate,Q9BU20
P18669,Substrate,P18669
Q8WVJ2,Substrate,Q8WVJ2
Q13607,Substrate,Q13607
P62879,Substrate,P62879
Q9ULJ6,Substrate,Q9ULJ6
Q15973,Substrate,Q15973
P35372,Substrate,P35372
Q01130,Substrate,Q01130
Q96ER3,Substrate,Q96ER3
P23588,Substrate,P23588
Q53GD3,Substrate,Q53GD3
A8MTL0,Substrate,A8MTL0
Q8N7U6,Substrate,Q8N7U6
P02786,Substrate,P02786
O95379,Substrate,O95379
A0A0B4J1V1,Substrate,A0A0B4J1V1
P20719,Substrate,P20719
Q8TDN4,Substrate,Q8TDN4
P25311,Substrate,P25311
Q9UN86,Substrate,Q9UN86
Q8NAX2,Substrate,Q8NAX2
O60486,Substrate,O60486
P10070,Substrate,P10070
O60704,Substrate,O60704
Q9P2P1,Substrate,Q9P2P1
Q9H1Z8,Substrate,Q9H1Z8
Q8IWZ8,Substrate,Q8IWZ8
P32019,Substrate,P32019
Q5VZM2,Substrate,Q5VZM2
A0A0B4J200,Substrate,A0A0B4J200
P55201,Substrate,P55201
Q15155,Substrate,Q15155
P35249,Substrate,P35249
Q969Q1,E3,Q969Q1
Q01546,Substrate,Q01546
P51508,Substrate,P51508
Q14993,Substrate,Q14993
Q9H0C8,Substrate,Q9H0C8
Q70EK8,Substrate,Q70EK8
Q7L2Z9,Substrate,Q7L2Z9
O95232,Substrate,O95232
Q13423,Substrate,Q13423
Q96NJ1,Substrate,Q96NJ1
P16050,Substrate,P16050
Q9NNX9,Substrate,Q9NNX9
P35503,Substrate,P35503
Q9NVC6,Substrate,Q9NVC6
Q8WXD5,Substrate,Q8WXD5
Q96MK3,Substrate,Q96MK3
Q8N131,Substrate,Q8N131
A0A584,Substrate,A0A584
A6NN73,Substrate,A6NN73
A3KN83,Substrate,A3KN83
Q9H8U3,Substrate,Q9H8U3
O75379,Substrate,O75379
Q9HD23,Substrate,Q9HD23
O43172,Substrate,O43172
Q5UCC4,Substrate,Q5UCC4
Q9BXJ9,Substrate,Q9BXJ9
Q9NQZ2,Substrate,Q9NQZ2
Q8N148,Substrate,Q8N148
A0A0J9YXY3,Substrate,A0A0J9YXY3
Q7L1S5,Substrate,Q7L1S5
Q9H4B6,Substrate,Q9H4B6
Q8WUF8,Substrate,Q8WUF8
Q15910,Substrate,Q15910
Q9H3H3,Substrate,Q9H3H3
O75306,Substrate,O75306
Q9H3M0,Substrate,Q9H3M0
Q9UPG8,Substrate,Q9UPG8
Q9H2J1,Substrate,Q9H2J1
Q8IZ41,Substrate,Q8IZ41
Q96GM8,Substrate,Q96GM8
Q9HBI0,Substrate,Q9HBI0
Q5T5B0,Substrate,Q5T5B0
Q99878,Substrate,Q99878
Q6P087,Substrate,Q6P087
P56182,Substrate,P56182
Q8WVV5,Substrate,Q8WVV5
Q6P1K2,Substrate,Q6P1K2
Q9H9H5,Substrate,Q9H9H5
Q13882,Substrate,Q13882
Q9BSB4,Substrate,Q9BSB4
Q9BXU1,Substrate,Q9BXU1
Q6ZQX7,Substrate,Q6ZQX7
O43283,Substrate,O43283
P48751,Substrate,P48751
Q96I34,Substrate,Q96I34
Q9H5U6,Substrate,Q9H5U6
P22392,Substrate,P22392
Q13606,Substrate,Q13606
P55774,Substrate,P55774
P02808,Substrate,P02808
O95343,Substrate,O95343
A6NMZ2,Substrate,A6NMZ2
Q8NA56,Substrate,Q8NA56
P08779,Substrate,P08779
A6NC05,Substrate,A6NC05
Q4ZIN3,Substrate,Q4ZIN3
Q9BYE0,Substrate,Q9BYE0
O15303,Substrate,O15303
P04181,Substrate,P04181
Q96JC1,Substrate,Q96JC1
O43561,Substrate,O43561
Q9BXD5,Substrate,Q9BXD5
Q7L3T8,Substrate,Q7L3T8
P63218,Substrate,P63218
P10321,Substrate,P10321
Q96M53,Substrate,Q96M53
P11279,Substrate,P11279
P82673,Substrate,P82673
Q5W0V3,Substrate,Q5W0V3
Q9H158,Substrate,Q9H158
P04234,Substrate,P04234
B2RXF0,Substrate,B2RXF0
Q8NB46,Substrate,Q8NB46
Q96PH6,Substrate,Q96PH6
O76093,Substrate,O76093
Q8WWN8,Substrate,Q8WWN8
Q92581,Substrate,Q92581
Q99719,Substrate,Q99719
P56539,Substrate,P56539
O14709,Substrate,O14709
Q15223,Substrate,Q15223
Q9UM54,Substrate,Q9UM54
Q86TB9,Substrate,Q86TB9
Q8NB16,Substrate,Q8NB16
Q96B96,Substrate,Q96B96
Q9HCB6,Substrate,Q9HCB6
A6H8Z2,Substrate,A6H8Z2
A6NDA9,Substrate,A6NDA9
P55786,Substrate,P55786
A0A1B0GTH9,Substrate,A0A1B0GTH9
Q13445,Substrate,Q13445
Q9UHV5,Substrate,Q9UHV5
Q9Y287,Substrate,Q9Y287
P35789,Substrate,P35789
Q6MZN7,Substrate,Q6MZN7
P80303,Substrate,P80303
Q5BLP8,Substrate,Q5BLP8
Q9NZI2,Substrate,Q9NZI2
Q6PIZ9,Substrate,Q6PIZ9
Q8N0V4,Substrate,Q8N0V4
Q9H1L0,Substrate,Q9H1L0
Q9UQF0,Substrate,Q9UQF0
H3BPF8,Substrate,H3BPF8
Q8N8L6,Substrate,Q8N8L6
Q9UI08,Substrate,Q9UI08
Q86T65,Substrate,Q86T65
Q5SY85,Substrate,Q5SY85
Q96IJ6,Substrate,Q96IJ6
Q9ULW2,Substrate,Q9ULW2
O00198,Substrate,O00198
P80192,Substrate,P80192
Q9BZF2,Substrate,Q9BZF2
P46597,Substrate,P46597
Q9NZI8,Substrate,Q9NZI8
P43320,Substrate,P43320
Q12805,Substrate,Q12805
Q53TN4,Substrate,Q53TN4
Q92519,E3,Q92519
A0A1W2PQC6,Substrate,A0A1W2PQC6
E9PJ23,Substrate,E9PJ23
Q15283,Substrate,Q15283
Q9UHR6,Substrate,Q9UHR6
O43189,Substrate,O43189
Q9H2Z4,Substrate,Q9H2Z4
Q6ZMV9,Substrate,Q6ZMV9
P01709,Substrate,P01709
Q9Y2K5,Substrate,Q9Y2K5
P49685,Substrate,P49685
A6NNE9,E3,A6NNE9
P05112,Substrate,P05112
O43301,Substrate,O43301
Q8NCJ5,Substrate,Q8NCJ5
Q2WGN9,Substrate,Q2WGN9
Q9NWF4,Substrate,Q9NWF4
P12273,Substrate,P12273
Q3SY77,Substrate,Q3SY77
P62917,Substrate,P62917
Q9Y483,Substrate,Q9Y483
P48048,Substrate,P48048
Q8WX93,Substrate,Q8WX93
P01137,Substrate,P01137
P55789,Substrate,P55789
P04406,Substrate,P04406
Q9NPB3,Substrate,Q9NPB3
F8WBI6,Substrate,F8WBI6
Q9P0T4,Substrate,Q9P0T4
A4D0V7,Substrate,A4D0V7
Q5T9C9,Substrate,Q5T9C9
Q2M3X9,Substrate,Q2M3X9
A0A1B0GW35,Substrate,A0A1B0GW35
Q8IYI0,Substrate,Q8IYI0
Q9H267,Substrate,Q9H267
Q9UPZ9,Substrate,Q9UPZ9
Q7Z3Z3,Substrate,Q7Z3Z3
Q96N21,Substrate,Q96N21
Q8IXW5,Substrate,Q8IXW5
Q8IYE1,Substrate,Q8IYE1
P29558,Substrate,P29558
C9JLJ4,Substrate,C9JLJ4
P49458,Substrate,P49458
P22309,Substrate,P22309
P06744,Substrate,P06744
Q9NYZ4,Substrate,Q9NYZ4
Q9Y2E5,Substrate,Q9Y2E5
A1L3X0,Substrate,A1L3X0
Q9BT49,Substrate,Q9BT49
Q1X8D7,Substrate,Q1X8D7
Q1W4C9,Substrate,Q1W4C9
Q9Y2Z0,Substrate,Q9Y2Z0
Q96HJ3,Substrate,Q96HJ3
O14579,Substrate,O14579
O75446,Substrate,O75446
O00716,Substrate,O00716
P08253,Substrate,P08253
Q8NHW4,Substrate,Q8NHW4
Q5T5A8,Substrate,Q5T5A8
O00541,Substrate,O00541
Q86UF2,Substrate,Q86UF2
Q13520,Substrate,Q13520
Q6PJE2,Substrate,Q6PJE2
Q14957,Substrate,Q14957
Q9BYF1,Substrate,Q9BYF1
Q5TEJ8,Substrate,Q5TEJ8
P0C866,Substrate,P0C866
P0DMQ5,Substrate,P0DMQ5
P0C2W7,Substrate,P0C2W7
P08962,Substrate,P08962
O95858,Substrate,O95858
P21583,E3,P21583
Q9NZ08,Substrate,Q9NZ08
Q14938,Substrate,Q14938
P04440,Substrate,P04440
Q9UBU2,Substrate,Q9UBU2
Q9NW38,E3,Q9NW38
P04083,Substrate,P04083
Q9HBI6,Substrate,Q9HBI6
Q99471,Substrate,Q99471
Q96A32,Substrate,Q96A32
P00734,Substrate,P00734
Q9H2U2,Substrate,Q9H2U2
Q96FX7,Substrate,Q96FX7
P42568,Substrate,P42568
Q8NGQ1,Substrate,Q8NGQ1
Q9BRH9,Substrate,Q9BRH9
Q9Y3B4,Substrate,Q9Y3B4
Q6ZVF9,Substrate,Q6ZVF9
Q8N8X9,Substrate,Q8N8X9
Q9H3U1,Substrate,Q9H3U1
Q8TB05,Substrate,Q8TB05
P25205,Substrate,P25205
Q9NTI5,Substrate,Q9NTI5
Q86WV5,Substrate,Q86WV5
Q6Y1H2,Substrate,Q6Y1H2
P62888,Substrate,P62888
Q9P1Z9,Substrate,Q9P1Z9
Q8NEW0,Substrate,Q8NEW0
Q9NUC0,Substrate,Q9NUC0
Q9Y3Q3,Substrate,Q9Y3Q3
P52799,Substrate,P52799
Q9UBR2,Substrate,Q9UBR2
Q3LI83,Substrate,Q3LI83
Q8WXB4,Substrate,Q8WXB4
Q6PID6,Substrate,Q6PID6
O95352,Substrate,O95352
Q7Z6G8,Substrate,Q7Z6G8
Q96NG3,Substrate,Q96NG3
Q96C03,Substrate,Q96C03
Q9Y2K1,Substrate,Q9Y2K1
Q8NGN2,Substrate,Q8NGN2
P78417,Substrate,P78417
Q96BK5,Substrate,Q96BK5
O94829,Substrate,O94829
Q96FI4,Substrate,Q96FI4
Q9BRD0,Substrate,Q9BRD0
Q8IVT5,Substrate,Q8IVT5
Q6L8G4,Substrate,Q6L8G4
P04180,Substrate,P04180
P78344,Substrate,P78344
Q13206,Substrate,Q13206
P36952,Substrate,P36952
Q9H8J5,Substrate,Q9H8J5
O75373,Substrate,O75373
P16389,Substrate,P16389
P41279,Substrate,P41279
O75879,Substrate,O75879
P84550,Substrate,P84550
Q9NZ45,Substrate,Q9NZ45
Q15759,Substrate,Q15759
Q9H307,Substrate,Q9H307
Q6T310,Substrate,Q6T310
P58170,Substrate,P58170
Q9BQ83,Substrate,Q9BQ83
Q9UFV1,Substrate,Q9UFV1
Q8TES7,Substrate,Q8TES7
P54368,Substrate,P54368
Q8N4P6,Substrate,Q8N4P6
P32856,Substrate,P32856
P31323,Substrate,P31323
Q02930,Substrate,Q02930
Q9BZ67,Substrate,Q9BZ67
Q5QGZ9,Substrate,Q5QGZ9
Q9NR45,Substrate,Q9NR45
P06858,Substrate,P06858
Q6ZT98,Substrate,Q6ZT98
Q9UGI8,Substrate,Q9UGI8
P56915,Substrate,P56915
Q8TF01,Substrate,Q8TF01
Q8WXI2,Substrate,Q8WXI2
Q9UPY3,Substrate,Q9UPY3
Q96S66,Substrate,Q96S66
Q9GZR2,Substrate,Q9GZR2
Q8N806,E3,Q8N806
Q8IVN3,Substrate,Q8IVN3
P16066,Substrate,P16066
P59923,Substrate,P59923
Q52M58,Substrate,Q52M58
Q8WYK2,Substrate,Q8WYK2
Q9NS98,Substrate,Q9NS98
Q8NHC8,Substrate,Q8NHC8
Q2M218,Substrate,Q2M218
Q86UT5,Substrate,Q86UT5
Q8N4P3,Substrate,Q8N4P3
Q6P9A2,Substrate,Q6P9A2
Q8N386,Substrate,Q8N386
Q13347,Substrate,Q13347
Q9H6D8,Substrate,Q9H6D8
Q14532,Substrate,Q14532
O95999,Substrate,O95999
Q96DU9,Substrate,Q96DU9
Q9BTV5,Substrate,Q9BTV5
Q6ZSS7,Substrate,Q6ZSS7
A8MVA2,Substrate,A8MVA2
Q8WV44,E3,Q8WV44
Q16739,Substrate,Q16739
Q4KMZ8,Substrate,Q4KMZ8
P33981,Substrate,P33981
P56537,Substrate,P56537
Q9BY19,Substrate,Q9BY19
Q9HB21,Substrate,Q9HB21
Q8NFW9,Substrate,Q8NFW9
Q674X7,Substrate,Q674X7
A6NCC3,Substrate,A6NCC3
Q9HCR9,Substrate,Q9HCR9
Q96MD2,Substrate,Q96MD2
Q99944,Substrate,Q99944
Q9Y5K3,Substrate,Q9Y5K3
Q701N2,Substrate,Q701N2
Q8IYL2,Substrate,Q8IYL2
Q9H246,Substrate,Q9H246
Q9H1B5,Substrate,Q9H1B5
Q6TDU7,Substrate,Q6TDU7
Q86XI2,Substrate,Q86XI2
Q6PK18,Substrate,Q6PK18
Q9P2L0,Substrate,Q9P2L0
Q9UM22,Substrate,Q9UM22
O95208,Substrate,O95208
O95460,Substrate,O95460
P81274,Substrate,P81274
Q9BS26,Substrate,Q9BS26
P19367,Substrate,P19367
Q9UGY1,Substrate,Q9UGY1
P30041,Substrate,P30041
Q8IYN6,Substrate,Q8IYN6
Q9H201,Substrate,Q9H201
Q16518,Substrate,Q16518
Q15077,Substrate,Q15077
Q9NST1,Substrate,Q9NST1
Q8N9P0,Substrate,Q8N9P0
Q92567,Substrate,Q92567
P84157,Substrate,P84157
P0DV74,Substrate,P0DV74
O75554,Substrate,O75554
Q99676,Substrate,Q99676
Q86Y29,Substrate,Q86Y29
Q8N434,Substrate,Q8N434
Q9BXY4,Substrate,Q9BXY4
Q6PHR2,Substrate,Q6PHR2
Q05D32,Substrate,Q05D32
Q9H3M9,Substrate,Q9H3M9
P48547,Substrate,P48547
Q92522,Substrate,Q92522
Q5T0T0,E3,Q5T0T0
Q8N823,Substrate,Q8N823
Q96DV4,Substrate,Q96DV4
O14949,Substrate,O14949
Q6NUI6,Substrate,Q6NUI6
P01033,Substrate,P01033
Q6ZN57,Substrate,Q6ZN57
O43542,Substrate,O43542
P02042,Substrate,P02042
A0A286YF77,Substrate,A0A286YF77
O95471,Substrate,O95471
Q9H3H9,Substrate,Q9H3H9
P20336,Substrate,P20336
O15160,Substrate,O15160
Q8IUE1,Substrate,Q8IUE1
Q9ULL5,Substrate,Q9ULL5
Q8NE71,Substrate,Q8NE71
O00712,Substrate,O00712
Q9H3T3,Substrate,Q9H3T3
Q9BT09,Substrate,Q9BT09
Q9UEE9,Substrate,Q9UEE9
Q8TCT8,Substrate,Q8TCT8
Q0VF96,Substrate,Q0VF96
Q9NRR1,Substrate,Q9NRR1
Q92922,Substrate,Q92922
Q9Y6H5,Substrate,Q9Y6H5
Q0D2H9,Substrate,Q0D2H9
A8MWA6,Substrate,A8MWA6
Q14656,Substrate,Q14656
P58062,Substrate,P58062
P49448,Substrate,P49448
P14921,Substrate,P14921
P36969,Substrate,P36969
C0HLZ6,Substrate,C0HLZ6
Q9Y4K4,Substrate,Q9Y4K4
P17813,Substrate,P17813
O15442,Substrate,O15442
P09211,Substrate,P09211
Q9HAH7,Substrate,Q9HAH7
P51813,Substrate,P51813
Q6IPU0,Substrate,Q6IPU0
A6ZKI3,Substrate,A6ZKI3
P13726,Substrate,P13726
Q9Y572,Substrate,Q9Y572
P46093,Substrate,P46093
Q96P64,Substrate,Q96P64
Q96JQ2,Substrate,Q96JQ2
Q6IEE8,Substrate,Q6IEE8
P40879,Substrate,P40879
Q8NCK3,Substrate,Q8NCK3
Q6PL18,Substrate,Q6PL18
Q6P1S2,Substrate,Q6P1S2
Q9BWT1,Substrate,Q9BWT1
P11049,Substrate,P11049
Q96HF1,Substrate,Q96HF1
O75381,Substrate,O75381
Q8IV20,Substrate,Q8IV20
O15042,Substrate,O15042
Q99697,Substrate,Q99697
Q6P988,Substrate,Q6P988
A6NN92,Substrate,A6NN92
P30414,Substrate,P30414
Q9NQW6,Substrate,Q9NQW6
Q9UND3,Substrate,Q9UND3
Q96R45,Substrate,Q96R45
Q9H0K4,Substrate,Q9H0K4
Q9BUU2,Substrate,Q9BUU2
Q5TZJ5,Substrate,Q5TZJ5
Q9BXB1,Substrate,Q9BXB1
Q96F45,Substrate,Q96F45
Q6UXH9,Substrate,Q6UXH9
Q9Y2P0,Substrate,Q9Y2P0
Q8NHZ7,Substrate,Q8NHZ7
P00709,Substrate,P00709
Q8N4W6,Substrate,Q8N4W6
P0C7P2,Substrate,P0C7P2
Q9Y314,E3,Q9Y314
Q6PIU1,Substrate,Q6PIU1
A6NER0,Substrate,A6NER0
Q9Y2M5,E3,Q9Y2M5
A6NIZ1,Substrate,A6NIZ1
Q8NGK9,Substrate,Q8NGK9
Q9H467,Substrate,Q9H467
Q9UPQ7,E3,Q9UPQ7
Q9UL41,Substrate,Q9UL41
Q96QF0,Substrate,Q96QF0
Q9H0U3,Substrate,Q9H0U3
A8MWX3,Substrate,A8MWX3
Q8N9V2,Substrate,Q8N9V2
Q16513,Substrate,Q16513
Q16643,Substrate,Q16643
Q9UHW9,Substrate,Q9UHW9
Q86WC4,E3,Q86WC4
Q9UBV7,Substrate,Q9UBV7
P0C6S8,Substrate,P0C6S8
Q6GPH6,Substrate,Q6GPH6
Q9H1C3,Substrate,Q9H1C3
Q92901,Substrate,Q92901
O00339,Substrate,O00339
P0CG41,Substrate,P0CG41
Q13522,Substrate,Q13522
Q9H8Y8,Substrate,Q9H8Y8
Q96N19,Substrate,Q96N19
P55197,Substrate,P55197
Q96S52,Substrate,Q96S52
Q9BXT2,Substrate,Q9BXT2
A8MXJ8,Substrate,A8MXJ8
Q9Y2N7,Substrate,Q9Y2N7
P28566,Substrate,P28566
P52735,Substrate,P52735
Q8IYF3,Substrate,Q8IYF3
Q13009,Substrate,Q13009
Q96QH2,Substrate,Q96QH2
Q96L92,Substrate,Q96L92
P61580,Substrate,P61580
Q8TBE1,Substrate,Q8TBE1
P50416,Substrate,P50416
A1L188,Substrate,A1L188
Q7RTT6,Substrate,Q7RTT6
P0DPK4,Substrate,P0DPK4
Q9UKQ2,Substrate,Q9UKQ2
O60861,Substrate,O60861
Q5HYN5,Substrate,Q5HYN5
Q9HBM6,Substrate,Q9HBM6
