id,type,name
O00139,Substrate,O00139
O94875,Substrate,O94875
Q8NEG5,E3,Q8NEG5
Q8TEW8,Substrate,Q8TEW8
B3EWF7,Substrate,B3EWF7
P62745,Substrate,P62745
Q8TF44,Substrate,Q8TF44
Q6ZN18,Substrate,Q6ZN18
P62306,Substrate,P62306
P53801,Substrate,P53801
A0A087X1C5,Substrate,A0A087X1C5
P0DW13,Substrate,P0DW13
A0A2R8YFL7,Substrate,A0A2R8YFL7
Q5T848,Substrate,Q5T848
Q15398,Substrate,Q15398
O43186,Substrate,O43186
Q9ULD5,Substrate,Q9ULD5
Q9H346,Substrate,Q9H346
Q9Y365,Substrate,Q9Y365
Q9BSK0,Substrate,Q9BSK0
Q9HCU8,Substrate,Q9HCU8
Q9H320,Substrate,Q9H320
Q14249,Substrate,Q14249
Q96QU1,Substrate,Q96QU1
Q16828,Substrate,Q16828
Q9UL49,Substrate,Q9UL49
Q9UPP1,Substrate,Q9UPP1
Q9C0J8,Substrate,Q9C0J8
Q6EMK4,Substrate,Q6EMK4
Q13409,Substrate,Q13409
Q14953,Substrate,Q14953
Q8IZJ1,Substrate,Q8IZJ1
Q6P5X5,Substrate,Q6P5X5
P01566,Substrate,P01566
Q96EV2,Substrate,Q96EV2
Q96N03,Substrate,Q96N03
Q6ZTI0,Substrate,Q6ZTI0
P57103,Substrate,P57103
O95243,Substrate,O95243
Q9ULK4,Substrate,Q9ULK4
Q9UPV9,Substrate,Q9UPV9
Q06830,Substrate,Q06830
Q9H222,Substrate,Q9H222
A6NGE4,Substrate,A6NGE4
Q96QD5,Substrate,Q96QD5
Q6ZS10,Substrate,Q6ZS10
Q9H339,Substrate,Q9H339
P53370,Substrate,P53370
Q92643,Substrate,Q92643
Q9Y5S8,Substrate,Q9Y5S8
O95198,E3,O95198
A6NI47,Substrate,A6NI47
O95373,Substrate,O95373
Q68D85,Substrate,Q68D85
Q9P241,Substrate,Q9P241
P27658,Substrate,P27658
P26992,Substrate,P26992
P26367,Substrate,P26367
Q76G19,Substrate,Q76G19
Q9H6S1,Substrate,Q9H6S1
P18089,Substrate,P18089
A2JGV3,Substrate,A2JGV3
Q05193,Substrate,Q05193
Q9UBK7,Substrate,Q9UBK7
P51168,Substrate,P51168
P41222,Substrate,P41222
Q9C091,Substrate,Q9C091
Q9HBX8,Substrate,Q9HBX8
Q9BQ39,Substrate,Q9BQ39
P63104,Substrate,P63104
Q9H2X0,Substrate,Q9H2X0
O15111,Substrate,O15111
O94983,Substrate,O94983
C9JUS6,Substrate,C9JUS6
Q9NVK5,Substrate,Q9NVK5
Q15619,Substrate,Q15619
Q96JG6,Substrate,Q96JG6
Q8NH76,Substrate,Q8NH76
Q96T23,Substrate,Q96T23
Q09FC8,Substrate,Q09FC8
Q5T700,Substrate,Q5T700
P40313,Substrate,P40313
P15173,Substrate,P15173
O14744,Substrate,O14744
P68032,Substrate,P68032
Q13370,Substrate,Q13370
Q8N715,Substrate,Q8N715
Q9BWQ6,Substrate,Q9BWQ6
P12104,Substrate,P12104
P31271,Substrate,P31271
P53539,Substrate,P53539
Q9BVA1,Substrate,Q9BVA1
Q7Z3S7,Substrate,Q7Z3S7
Q96LT7,Substrate,Q96LT7
P0C7W8,Substrate,P0C7W8
Q6P161,Substrate,Q6P161
A1KXE4,Substrate,A1KXE4
Q8IUC0,Substrate,Q8IUC0
Q8WV24,Substrate,Q8WV24
Q8IZU3,Substrate,Q8IZU3
Q9BRB3,Substrate,Q9BRB3
P60896,Substrate,P60896
P80162,Substrate,P80162
Q86VQ1,Substrate,Q86VQ1
Q96JL9,Substrate,Q96JL9
Q03393,Substrate,Q03393
P16298,Substrate,P16298
Q9UNH7,Substrate,Q9UNH7
O15144,Substrate,O15144
A6NCM1,Substrate,A6NCM1
Q9P2W9,Substrate,Q9P2W9
Q9BW91,Substrate,Q9BW91
P21926,Substrate,P21926
Q8TAC2,Substrate,Q8TAC2
Q58HT5,Substrate,Q58HT5
P23528,Substrate,P23528
A6NDH6,Substrate,A6NDH6
Q9BZK7,E3,Q9BZK7
Q8N442,Substrate,Q8N442
P10746,Substrate,P10746
Q9BWE0,Substrate,Q9BWE0
P58400,Substrate,P58400
Q9GZT4,Substrate,Q9GZT4
Q9Y5S9,Substrate,Q9Y5S9
A6NF83,Substrate,A6NF83
A6NI72,Substrate,A6NI72
Q16720,Substrate,Q16720
P28482,Substrate,P28482
P63092,Substrate,P63092
O60282,Substrate,O60282
Q15935,Substrate,Q15935
H3BS89,Substrate,H3BS89
Q6NUT3,Substrate,Q6NUT3
Q9Y2P5,Substrate,Q9Y2P5
A6NET4,Substrate,A6NET4
O94921,Substrate,O94921
Q5SVZ6,Substrate,Q5SVZ6
A0A0K0K1A3,Substrate,A0A0K0K1A3
P49902,Substrate,P49902
P56377,Substrate,P56377
Q86UE4,Substrate,Q86UE4
Q9NP84,Substrate,Q9NP84
Q96GX9,Substrate,Q96GX9
O60477,Substrate,O60477
Q04900,Substrate,Q04900
Q99457,Substrate,Q99457
Q86YD1,Substrate,Q86YD1
Q6ZN30,Substrate,Q6ZN30
Q96MT7,Substrate,Q96MT7
P32241,Substrate,P32241
O43567,E3,O43567
Q96RE9,Substrate,Q96RE9
Q8N9R8,Substrate,Q8N9R8
A0A1W2PQ64,Substrate,A0A1W2PQ64
Q13308,Substrate,Q13308
P10523,E3,P10523
O76000,Substrate,O76000
P11169,Substrate,P11169
P19878,Substrate,P19878
Q9H5J0,Substrate,Q9H5J0
Q6PJI9,Substrate,Q6PJI9
Q6ZQW0,Substrate,Q6ZQW0
Q96A98,Substrate,Q96A98
Q9Y2X8,Substrate,Q9Y2X8
A0A0B4J276,Substrate,A0A0B4J276
A6NF01,Substrate,A6NF01
Q96DB9,Substrate,Q96DB9
Q96DT7,Substrate,Q96DT7
P06239,Substrate,P06239
Q86VX9,Substrate,Q86VX9
O00628,Substrate,O00628
P11926,Substrate,P11926
Q9NRH3,Substrate,Q9NRH3
Q9Y2H9,Substrate,Q9Y2H9
Q8IVY1,Substrate,Q8IVY1
Q9BPW4,Substrate,Q9BPW4
P13378,Substrate,P13378
Q0P6H9,Substrate,Q0P6H9
Q13615,Substrate,Q13615
P61566,Substrate,P61566
Q8N4A0,Substrate,Q8N4A0
Q969S6,Substrate,Q969S6
Q9NQ69,Substrate,Q9NQ69
O15460,Substrate,O15460
Q06033,Substrate,Q06033
Q96A25,Substrate,Q96A25
P19793,Substrate,P19793
Q86W54,Substrate,Q86W54
Q96MR6,Substrate,Q96MR6
Q9GZN2,Substrate,Q9GZN2
P42785,Substrate,P42785
P54107,Substrate,P54107
P60413,Substrate,P60413
O60902,Substrate,O60902
Q9BW62,Substrate,Q9BW62
Q6UXN2,Substrate,Q6UXN2
Q8NG27,E3,Q8NG27
A6NI15,Substrate,A6NI15
Q8N653,E3,Q8N653
Q02833,Substrate,Q02833
P59773,Substrate,P59773
Q9NQZ6,Substrate,Q9NQZ6
Q7L5N1,Substrate,Q7L5N1
Q9BX97,Substrate,Q9BX97
Q08493,Substrate,Q08493
Q99946,Substrate,Q99946
A6NGD5,Substrate,A6NGD5
Q4V339,Substrate,Q4V339
Q92781,Substrate,Q92781
Q8TD43,Substrate,Q8TD43
Q9H479,Substrate,Q9H479
Q13421,Substrate,Q13421
Q99929,Substrate,Q99929
Q8TAI1,Substrate,Q8TAI1
Q9Y4D2,Substrate,Q9Y4D2
P10911,Substrate,P10911
Q9H6Y7,E3,Q9H6Y7
P0DMV0,Substrate,P0DMV0
P61086,Substrate,P61086
Q49MI3,Substrate,Q49MI3
P48163,Substrate,P48163
Q7Z6K4,Substrate,Q7Z6K4
P07498,Substrate,P07498
C9J202,Substrate,C9J202
P30989,Substrate,P30989
O14508,E3,O14508
Q96LC7,Substrate,Q96LC7
O95470,Substrate,O95470
Q8IVH4,Substrate,Q8IVH4
P53804,E3,P53804
Q9H6L4,Substrate,Q9H6L4
Q9Y5P0,Substrate,Q9Y5P0
Q8TBR7,Substrate,Q8TBR7
P0DOX3,Substrate,P0DOX3
P18627,Substrate,P18627
Q69YN4,Substrate,Q69YN4
Q9BZY9,E3,Q9BZY9
A0PJW8,Substrate,A0PJW8
O15350,Substrate,O15350
Q9UKX7,Substrate,Q9UKX7
P21579,Substrate,P21579
Q8TBB0,Substrate,Q8TBB0
P0DMW4,Substrate,P0DMW4
Q96SB3,Substrate,Q96SB3
Q7Z422,Substrate,Q7Z422
Q8WXC3,Substrate,Q8WXC3
P35125,Substrate,P35125
Q5T7W0,Substrate,Q5T7W0
Q4AE62,Substrate,Q4AE62
Q96AA8,Substrate,Q96AA8
Q8NEE6,E3,Q8NEE6
O95777,Substrate,O95777
P41143,Substrate,P41143
Q01813,Substrate,Q01813
Q86VU5,Substrate,Q86VU5
Q8NG66,Substrate,Q8NG66
Q9BXS5,Substrate,Q9BXS5
Q9BQY4,Substrate,Q9BQY4
P62945,Substrate,P62945
Q969V3,Substrate,Q969V3
O00519,Substrate,O00519
Q8N1D0,Substrate,Q8N1D0
Q92747,Substrate,Q92747
P20290,Substrate,P20290
Q9Y624,Substrate,Q9Y624
P31350,Substrate,P31350
P13645,Substrate,P13645
Q15172,Substrate,Q15172
Q9BW92,Substrate,Q9BW92
Q9Y3F4,Substrate,Q9Y3F4
Q8N6G5,Substrate,Q8N6G5
Q96S94,Substrate,Q96S94
Q9NVR0,E3,Q9NVR0
P22736,Substrate,P22736
Q6NS38,Substrate,Q6NS38
Q5T6X4,Substrate,Q5T6X4
Q8N687,Substrate,Q8N687
P47897,Substrate,P47897
P0DP91,Substrate,P0DP91
Q9BTY2,Substrate,Q9BTY2
P60014,Substrate,P60014
O75123,Substrate,O75123
Q6NX45,Substrate,Q6NX45
P0CJ73,Substrate,P0CJ73
Q6UXH0,Substrate,Q6UXH0
Q9Y625,Substrate,Q9Y625
Q96EI5,Substrate,Q96EI5
Q96MC9,Substrate,Q96MC9
Q86T75,Substrate,Q86T75
O60687,Substrate,O60687
P0C626,Substrate,P0C626
Q68DY9,Substrate,Q68DY9
Q9Y4P3,Substrate,Q9Y4P3
Q14494,Substrate,Q14494
Q8WVZ7,E3,Q8WVZ7
Q96PF2,Substrate,Q96PF2
Q6MZT1,Substrate,Q6MZT1
Q9NRU3,Substrate,Q9NRU3
P09234,Substrate,P09234
Q9UK05,Substrate,Q9UK05
Q9HCN4,Substrate,Q9HCN4
Q9UPN7,Substrate,Q9UPN7
Q9UI54,Substrate,Q9UI54
Q9UHG3,Substrate,Q9UHG3
P61371,Substrate,P61371
P01100,Substrate,P01100
Q9H5J4,Substrate,Q9H5J4
Q92526,Substrate,Q92526
P26232,Substrate,P26232
Q9H7H0,Substrate,Q9H7H0
A0MZ66,Substrate,A0MZ66
Q9Y238,Substrate,Q9Y238
A8MUN3,Substrate,A8MUN3
O00584,Substrate,O00584
Q8IUN9,Substrate,Q8IUN9
Q9BR11,Substrate,Q9BR11
Q8WUX9,Substrate,Q8WUX9
P56559,Substrate,P56559
Q9HB31,Substrate,Q9HB31
P63130,Substrate,P63130
Q06418,Substrate,Q06418
Q01344,Substrate,Q01344
P05107,Substrate,P05107
P28698,Substrate,P28698
Q9UNA4,Substrate,Q9UNA4
Q53T59,Substrate,Q53T59
Q13362,Substrate,Q13362
Q9Y2K7,E3,Q9Y2K7
Q30KQ5,Substrate,Q30KQ5
Q96NI8,Substrate,Q96NI8
Q8NGZ0,Substrate,Q8NGZ0
Q8IZD6,Substrate,Q8IZD6
Q9NY46,Substrate,Q9NY46
Q6ZQT7,Substrate,Q6ZQT7
A8MU93,Substrate,A8MU93
Q9Y5Y2,Substrate,Q9Y5Y2
P41240,Substrate,P41240
Q8N5I4,Substrate,Q8N5I4
Q9NXH9,Substrate,Q9NXH9
Q496H8,Substrate,Q496H8
P21741,Substrate,P21741
P12110,Substrate,P12110
Q8N539,Substrate,Q8N539
Q8IU81,Substrate,Q8IU81
P09238,Substrate,P09238
P51572,Substrate,P51572
P39060,Substrate,P39060
P20020,Substrate,P20020
P55957,Substrate,P55957
O00425,Substrate,O00425
P37231,E3,P37231
Q16881,Substrate,Q16881
Q9UMQ3,Substrate,Q9UMQ3
Q5JTC6,Substrate,Q5JTC6
P02743,Substrate,P02743
A8MVW0,Substrate,A8MVW0
C9JL84,Substrate,C9JL84
P45985,Substrate,P45985
Q13177,Substrate,Q13177
P07148,Substrate,P07148
Q6ECI4,Substrate,Q6ECI4
O14829,Substrate,O14829
P11362,Substrate,P11362
Q04844,Substrate,Q04844
P21912,Substrate,P21912
Q9NP74,Substrate,Q9NP74
P78406,Substrate,P78406
Q9BTA0,Substrate,Q9BTA0
O60806,Substrate,O60806
Q5JW98,Substrate,Q5JW98
P56277,Substrate,P56277
O95754,Substrate,O95754
P0C862,Substrate,P0C862
Q02108,Substrate,Q02108
Q8N9M1,Substrate,Q8N9M1
Q13155,Substrate,Q13155
O00754,Substrate,O00754
Q96LT6,Substrate,Q96LT6
Q9BUF7,Substrate,Q9BUF7
Q9HBI1,Substrate,Q9HBI1
Q8NEP9,Substrate,Q8NEP9
Q9BY66,Substrate,Q9BY66
Q13283,Substrate,Q13283
Q6QNY1,Substrate,Q6QNY1
Q5VUY0,Substrate,Q5VUY0
A0A0U1RRI6,Substrate,A0A0U1RRI6
Q6A1A2,Substrate,Q6A1A2
C9JR72,E3,C9JR72
Q5VUJ5,Substrate,Q5VUJ5
Q9Y4B5,Substrate,Q9Y4B5
Q9Y6Z2,Substrate,Q9Y6Z2
Q96D42,Substrate,Q96D42
Q9BT56,Substrate,Q9BT56
Q5T442,Substrate,Q5T442
P25092,Substrate,P25092
Q9H4L5,Substrate,Q9H4L5
Q08170,Substrate,Q08170
Q14152,Substrate,Q14152
P49703,Substrate,P49703
Q9NZU0,Substrate,Q9NZU0
Q69YU3,Substrate,Q69YU3
Q9Y240,Substrate,Q9Y240
O75151,Substrate,O75151
P20813,Substrate,P20813
A0A1W2PPE3,Substrate,A0A1W2PPE3
Q9UID3,Substrate,Q9UID3
Q99966,Substrate,Q99966
Q99700,Substrate,Q99700
Q9GZU3,Substrate,Q9GZU3
Q5VYS4,Substrate,Q5VYS4
Q99523,Substrate,Q99523
Q96B67,Substrate,Q96B67
Q9BU79,Substrate,Q9BU79
P30408,Substrate,P30408
P05771,Substrate,P05771
O75056,Substrate,O75056
O75365,Substrate,O75365
Q8TDU5,Substrate,Q8TDU5
Q6UXZ3,Substrate,Q6UXZ3
P49848,Substrate,P49848
O43747,Substrate,O43747
Q13601,Substrate,Q13601
P18621,Substrate,P18621
Q6UXD5,Substrate,Q6UXD5
Q8N5I3,Substrate,Q8N5I3
Q9NR31,Substrate,Q9NR31
O00429,Substrate,O00429
Q8NA92,Substrate,Q8NA92
Q01538,Substrate,Q01538
Q9BZM4,Substrate,Q9BZM4
Q9Y546,Substrate,Q9Y546
Q6ZUJ8,Substrate,Q6ZUJ8
Q69YQ0,Substrate,Q69YQ0
O95685,Substrate,O95685
Q9Y5W8,Substrate,Q9Y5W8
Q14695,Substrate,Q14695
Q9Y225,Substrate,Q9Y225
P51784,Substrate,P51784
O14495,Substrate,O14495
Q5J8M3,Substrate,Q5J8M3
O95395,Substrate,O95395
P12081,Substrate,P12081
Q6PH81,Substrate,Q6PH81
Q12772,Substrate,Q12772
Q8NGC4,Substrate,Q8NGC4
Q8NH40,Substrate,Q8NH40
Q0WX57,Substrate,Q0WX57
Q9C0D0,Substrate,Q9C0D0
Q9BQE4,Substrate,Q9BQE4
Q8N3L3,Substrate,Q8N3L3
P16410,Substrate,P16410
Q13129,Substrate,Q13129
Q5TA76,Substrate,Q5TA76
P36896,Substrate,P36896
P07288,Substrate,P07288
O43257,Substrate,O43257
Q8N5Z0,Substrate,Q8N5Z0
Q15047,Substrate,Q15047
Q9H9D4,Substrate,Q9H9D4
O43155,Substrate,O43155
O00291,Substrate,O00291
Q9NS25,Substrate,Q9NS25
P08247,Substrate,P08247
Q14439,Substrate,Q14439
Q96KA5,Substrate,Q96KA5
Q96P47,Substrate,Q96P47
D6RJB6,Substrate,D6RJB6
Q86XR7,Substrate,Q86XR7
Q3LI59,Substrate,Q3LI59
Q15025,Substrate,Q15025
P51148,Substrate,P51148
O43865,Substrate,O43865
P78324,Substrate,P78324
Q8TBE9,Substrate,Q8TBE9
P53701,Substrate,P53701
Q8NAP8,Substrate,Q8NAP8
A2A368,Substrate,A2A368
P82970,Substrate,P82970
Q5T4F7,Substrate,Q5T4F7
Q6UX41,Substrate,Q6UX41
Q92985,Substrate,Q92985
Q76L83,Substrate,Q76L83
A0A1B0GTZ2,Substrate,A0A1B0GTZ2
Q8TB22,Substrate,Q8TB22
Q5T1M5,Substrate,Q5T1M5
Q9ULD6,Substrate,Q9ULD6
Q9NWW0,Substrate,Q9NWW0
Q8WXG6,Substrate,Q8WXG6
Q96E66,Substrate,Q96E66
Q9H322,Substrate,Q9H322
Q8WTQ1,Substrate,Q8WTQ1
Q99615,Substrate,Q99615
P15289,Substrate,P15289
P0CJ77,Substrate,P0CJ77
Q3ZLR7,Substrate,Q3ZLR7
Q8IUB9,Substrate,Q8IUB9
Q9NXC5,Substrate,Q9NXC5
Q6PL45,Substrate,Q6PL45
Q9UBS3,Substrate,Q9UBS3
O15539,Substrate,O15539
Q8TAM2,Substrate,Q8TAM2
P49368,Substrate,P49368
Q92544,Substrate,Q92544
O15083,Substrate,O15083
Q92902,Substrate,Q92902
A0A1W2PQJ5,Substrate,A0A1W2PQJ5
Q5TEC6,Substrate,Q5TEC6
Q08648,Substrate,Q08648
Q86VK4,Substrate,Q86VK4
Q53R41,Substrate,Q53R41
P10073,Substrate,P10073
P50542,Substrate,P50542
Q92843,Substrate,Q92843
O94953,Substrate,O94953
Q6PIS1,Substrate,Q6PIS1
Q15291,Substrate,Q15291
Q9H993,Substrate,Q9H993
Q9Y394,Substrate,Q9Y394
Q9H7X7,Substrate,Q9H7X7
P11047,Substrate,P11047
A6NC51,Substrate,A6NC51
Q8N112,Substrate,Q8N112
Q9NY35,Substrate,Q9NY35
P01880,Substrate,P01880
Q9BTP7,Substrate,Q9BTP7
Q8TEB1,E3,Q8TEB1
Q7Z6W1,Substrate,Q7Z6W1
Q96KX1,Substrate,Q96KX1
Q9HC57,Substrate,Q9HC57
Q9BX10,Substrate,Q9BX10
Q6NSW7,Substrate,Q6NSW7
Q9Y4K3,E3,Q9Y4K3
Q96HZ7,Substrate,Q96HZ7
Q13137,Substrate,Q13137
C9J3I9,Substrate,C9J3I9
Q9H0E9,Substrate,Q9H0E9
O75969,Substrate,O75969
Q96C24,Substrate,Q96C24
Q96RL1,Substrate,Q96RL1
Q9NPJ6,Substrate,Q9NPJ6
A2RU49,Substrate,A2RU49
Q8N9M5,Substrate,Q8N9M5
Q8TDR0,Substrate,Q8TDR0
Q9H1K6,Substrate,Q9H1K6
Q8N6K7,Substrate,Q8N6K7
P22680,Substrate,P22680
Q6N021,Substrate,Q6N021
Q7Z745,Substrate,Q7Z745
Q8IWY8,Substrate,Q8IWY8
Q8WYJ6,Substrate,Q8WYJ6
P51159,Substrate,P51159
P21281,Substrate,P21281
Q6PEY0,Substrate,Q6PEY0
Q9NYV6,Substrate,Q9NYV6
Q6PKG0,Substrate,Q6PKG0
Q5VV67,Substrate,Q5VV67
Q8NGM8,Substrate,Q8NGM8
P0CI00,Substrate,P0CI00
Q9NZI6,Substrate,Q9NZI6
O15403,Substrate,O15403
Q5T0F9,Substrate,Q5T0F9
A0A1B0GW54,Substrate,A0A1B0GW54
O15120,Substrate,O15120
Q7LFL8,Substrate,Q7LFL8
Q3ZCQ3,Substrate,Q3ZCQ3
O43583,Substrate,O43583
Q9UKY7,Substrate,Q9UKY7
Q96AZ1,Substrate,Q96AZ1
A0A0A0MS00,Substrate,A0A0A0MS00
Q9NXL2,Substrate,Q9NXL2
Q701N4,Substrate,Q701N4
Q9UNN8,Substrate,Q9UNN8
A1Z1Q3,Substrate,A1Z1Q3
Q16559,Substrate,Q16559
O15427,Substrate,O15427
O76024,Substrate,O76024
Q86UU1,Substrate,Q86UU1
O00321,Substrate,O00321
Q6UVM3,Substrate,Q6UVM3
Q9Y448,Substrate,Q9Y448
Q96HY6,Substrate,Q96HY6
P19823,Substrate,P19823
Q9P2E8,E3,Q9P2E8
Q96JK9,Substrate,Q96JK9
A0A0B4J1X5,Substrate,A0A0B4J1X5
O94850,Substrate,O94850
Q8IWZ4,Substrate,Q8IWZ4
Q8NGR5,Substrate,Q8NGR5
Q03938,Substrate,Q03938
Q4G1C9,Substrate,Q4G1C9
Q9P2I0,Substrate,Q9P2I0
P48201,Substrate,P48201
P41146,Substrate,P41146
Q9NVJ2,Substrate,Q9NVJ2
Q96N46,Substrate,Q96N46
Q9UM11,E3,Q9UM11
Q8N9N8,Substrate,Q8N9N8
Q8N695,Substrate,Q8N695
Q6P6B7,Substrate,Q6P6B7
P09972,Substrate,P09972
Q7Z628,Substrate,Q7Z628
O15440,Substrate,O15440
Q13098,Substrate,Q13098
O60500,Substrate,O60500
Q14CX5,Substrate,Q14CX5
P11712,Substrate,P11712
Q9BTT0,Substrate,Q9BTT0
O75764,Substrate,O75764
Q8NG08,Substrate,Q8NG08
Q9UQ53,Substrate,Q9UQ53
P07355,Substrate,P07355
O95169,Substrate,O95169
Q96FM1,Substrate,Q96FM1
Q7Z304,Substrate,Q7Z304
P01350,Substrate,P01350
Q6ZUM4,Substrate,Q6ZUM4
O60682,Substrate,O60682
Q13610,Substrate,Q13610
Q92503,Substrate,Q92503
P16415,Substrate,P16415
P60410,Substrate,P60410
O75363,Substrate,O75363
Q99963,Substrate,Q99963
A0A075B6H8,Substrate,A0A075B6H8
Q6ZRF8,Substrate,Q6ZRF8
P78314,Substrate,P78314
Q9Y261,Substrate,Q9Y261
Q6PCD5,E3,Q6PCD5
Q75QN2,Substrate,Q75QN2
O43464,Substrate,O43464
Q9H461,Substrate,Q9H461
P07766,Substrate,P07766
Q9BYE7,E3,Q9BYE7
P07093,Substrate,P07093
Q96L50,E3,Q96L50
Q9H0I2,Substrate,Q9H0I2
P43681,Substrate,P43681
Q13609,Substrate,Q13609
P61073,Substrate,P61073
P49638,Substrate,P49638
Q86X10,Substrate,Q86X10
Q5U5X0,Substrate,Q5U5X0
Q7L8C5,Substrate,Q7L8C5
O95948,Substrate,O95948
Q6ICC9,Substrate,Q6ICC9
Q8TCZ7,Substrate,Q8TCZ7
O14813,Substrate,O14813
Q96RJ0,Substrate,Q96RJ0
Q8N5P1,Substrate,Q8N5P1
P17040,Substrate,P17040
Q6NXR4,Substrate,Q6NXR4
Q6ZQR2,Substrate,Q6ZQR2
P24666,Substrate,P24666
Q9BVV8,Substrate,Q9BVV8
Q9P278,Substrate,Q9P278
Q96E09,Substrate,Q96E09
Q70UQ0,Substrate,Q70UQ0
Q8IXF0,Substrate,Q8IXF0
Q496Y0,Substrate,Q496Y0
Q92604,Substrate,Q92604
P35232,Substrate,P35232
Q9UN30,Substrate,Q9UN30
Q96NT1,Substrate,Q96NT1
Q7Z406,Substrate,Q7Z406
P43405,Substrate,P43405
Q7Z6I5,Substrate,Q7Z6I5
Q6ZMJ2,Substrate,Q6ZMJ2
O60543,Substrate,O60543
O14730,Substrate,O14730
Q96LB0,Substrate,Q96LB0
Q8TDM0,Substrate,Q8TDM0
Q8N5S9,Substrate,Q8N5S9
Q17RM4,Substrate,Q17RM4
Q8IUC6,Substrate,Q8IUC6
Q9UNE7,E3,Q9UNE7
Q99816,Substrate,Q99816
Q5TCY1,Substrate,Q5TCY1
Q86UR1,Substrate,Q86UR1
P28472,Substrate,P28472
F5H094,Substrate,F5H094
P15814,Substrate,P15814
P49356,Substrate,P49356
P30954,Substrate,P30954
O75582,Substrate,O75582
O15247,Substrate,O15247
Q9BYG7,Substrate,Q9BYG7
Q96BZ9,Substrate,Q96BZ9
Q10471,Substrate,Q10471
Q9BZV2,Substrate,Q9BZV2
P55000,Substrate,P55000
Q6ZSY5,Substrate,Q6ZSY5
O75191,Substrate,O75191
A0AUZ9,Substrate,A0AUZ9
Q8NGQ3,Substrate,Q8NGQ3
A0A1B0GVQ0,Substrate,A0A1B0GVQ0
A9UHW6,Substrate,A9UHW6
Q8NG06,E3,Q8NG06
A6NKF7,Substrate,A6NKF7
P10253,Substrate,P10253
Q8NGW1,Substrate,Q8NGW1
Q5TF58,Substrate,Q5TF58
Q9BV87,Substrate,Q9BV87
O00587,Substrate,O00587
Q68CZ1,Substrate,Q68CZ1
P36956,Substrate,P36956
Q9HD45,Substrate,Q9HD45
A4D2P6,Substrate,A4D2P6
Q9UBK5,Substrate,Q9UBK5
Q9UIX4,Substrate,Q9UIX4
Q9NZM4,Substrate,Q9NZM4
A0A087X1G2,Substrate,A0A087X1G2
O14647,Substrate,O14647
P54646,Substrate,P54646
P39210,Substrate,P39210
Q15650,Substrate,Q15650
Q5T5N4,Substrate,Q5T5N4
P0C6C1,Substrate,P0C6C1
Q9Y2H5,Substrate,Q9Y2H5
Q16674,Substrate,Q16674
Q93096,Substrate,Q93096
P35326,Substrate,P35326
P17752,Substrate,P17752
Q5T5S1,Substrate,Q5T5S1
P05423,Substrate,P05423
Q16851,Substrate,Q16851
P10632,Substrate,P10632
O43638,Substrate,O43638
P0DX02,Substrate,P0DX02
Q9BVA0,Substrate,Q9BVA0
Q9Y3Q4,Substrate,Q9Y3Q4
Q96IM9,Substrate,Q96IM9
Q86VE9,Substrate,Q86VE9
Q9NZN5,Substrate,Q9NZN5
Q86SJ2,Substrate,Q86SJ2
O00481,Substrate,O00481
Q8NGY9,Substrate,Q8NGY9
O75192,Substrate,O75192
Q9UIA9,Substrate,Q9UIA9
Q06141,Substrate,Q06141
P35712,Substrate,P35712
Q06481,Substrate,Q06481
P15170,Substrate,P15170
P23246,Substrate,P23246
Q12912,Substrate,Q12912
Q9NYX4,Substrate,Q9NYX4
Q8N987,Substrate,Q8N987
A3QJZ6,Substrate,A3QJZ6
O43914,Substrate,O43914
P55286,Substrate,P55286
Q96IV6,Substrate,Q96IV6
P0DP02,Substrate,P0DP02
Q7Z4F1,Substrate,Q7Z4F1
Q96DN2,Substrate,Q96DN2
P56181,Substrate,P56181
P78325,Substrate,P78325
Q6ZT52,Substrate,Q6ZT52
Q13510,Substrate,Q13510
A0PJX2,Substrate,A0PJX2
P78540,Substrate,P78540
Q4VC12,Substrate,Q4VC12
Q9NRX1,Substrate,Q9NRX1
Q9UQ07,Substrate,Q9UQ07
Q9Y4A9,Substrate,Q9Y4A9
Q96KQ7,Substrate,Q96KQ7
A0A1B0GTH6,Substrate,A0A1B0GTH6
P22455,Substrate,P22455
O14924,Substrate,O14924
Q9H992,E3,Q9H992
P78410,Substrate,P78410
Q1AE95,Substrate,Q1AE95
P17544,Substrate,P17544
Q8IWZ5,Substrate,Q8IWZ5
Q15361,Substrate,Q15361
P52943,Substrate,P52943
Q8NGT7,Substrate,Q8NGT7
Q08752,Substrate,Q08752
Q9H9B1,Substrate,Q9H9B1
P0CI25,E3,P0CI25
O14786,Substrate,O14786
P20645,Substrate,P20645
P54840,Substrate,P54840
O95081,Substrate,O95081
O94759,Substrate,O94759
Q9UJ70,Substrate,Q9UJ70
P15104,Substrate,P15104
P61581,Substrate,P61581
Q15797,Substrate,Q15797
O00487,Substrate,O00487
P52597,Substrate,P52597
Q8N5Y2,Substrate,Q8N5Y2
Q15054,Substrate,Q15054
Q9NX02,Substrate,Q9NX02
Q8N6L7,Substrate,Q8N6L7
Q9UK32,Substrate,Q9UK32
Q9NUQ2,Substrate,Q9NUQ2
Q9Y3E7,Substrate,Q9Y3E7
Q8WYQ3,Substrate,Q8WYQ3
Q8IWZ6,Substrate,Q8IWZ6
O15225,Substrate,O15225
A0A0A0MS02,Substrate,A0A0A0MS02
